iteration,island,phase,program_id,n_lags,n_extra,score,spec
10,2,evolve,79b334e0,5,2,0.6429546717554331,"{""n_lags"": 5, ""extra_terms"": [{""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 2, ""z_idx"": 3}}]}"
10,3,evolve,34d35914,5,4,0.6429407522082329,"{""n_lags"": 5, ""extra_terms"": [{""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""z_prod"", ""params"": {""lag"": 0, ""z_idx1"": 0, ""z_idx2"": 2}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 2, ""z_idx"": 3}}, {""term_type"": ""inc_pow"", ""params"": {""lag"": 0, ""power"": 3}}]}"
11,0,evolve,04074b90,5,4,0.6429407522082329,"{""n_lags"": 5, ""extra_terms"": [{""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""z_prod"", ""params"": {""lag"": 0, ""z_idx1"": 0, ""z_idx2"": 2}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 2, ""z_idx"": 3}}, {""term_type"": ""z_prod"", ""params"": {""lag"": 0, ""z_idx1"": 0, ""z_idx2"": 2}}]}"
11,1,evolve,a94a6d33,5,3,0.6418187022209167,"{""n_lags"": 5, ""extra_terms"": [{""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 2, ""z_idx"": 3}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 0, ""z_idx"": 4}}]}"
11,2,evolve,2843b628,5,3,0.6413476727902889,"{""n_lags"": 5, ""extra_terms"": [{""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""z_prod"", ""params"": {""lag"": 0, ""z_idx1"": 0, ""z_idx2"": 3}}, {""term_type"": ""cross_inc"", ""params"": {""lag1"": 2, ""lag2"": 5}}]}"
11,3,evolve,4314de48,4,3,0.6366471741348505,"{""n_lags"": 4, ""extra_terms"": [{""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""z_prod"", ""params"": {""lag"": 0, ""z_idx1"": 0, ""z_idx2"": 2}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 2, ""z_idx"": 3}}]}"
12,0,evolve,dc0eaa54,3,1,0.6285388115793467,"{""n_lags"": 3, ""extra_terms"": [{""term_type"": ""z_prod"", ""params"": {""lag"": 0, ""z_idx1"": 3, ""z_idx2"": 2}}]}"
12,1,evolve,0aac8f12,5,3,0.6413476727902889,"{""n_lags"": 5, ""extra_terms"": [{""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 3, ""z_idx"": 3}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 0, ""z_idx"": 4}}]}"
12,2,evolve,c26d6e1f,5,3,0.6416983362287283,"{""n_lags"": 5, ""extra_terms"": [{""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""z_prod"", ""params"": {""lag"": 0, ""z_idx1"": 0, ""z_idx2"": 2}}, {""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 2, ""lag_z"": 4, ""z_idx"": 5}}]}"
12,3,evolve,6d81583a,5,6,0.6429407522082329,"{""n_lags"": 5, ""extra_terms"": [{""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""z_prod"", ""params"": {""lag"": 0, ""z_idx1"": 0, ""z_idx2"": 2}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 2, ""z_idx"": 3}}, {""term_type"": ""inc_pow"", ""params"": {""lag"": 0, ""power"": 3}}, {""term_type"": ""z_prod"", ""params"": {""lag"": 0, ""z_idx1"": 0, ""z_idx2"": 2}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 2, ""z_idx"": 3}}]}"
13,0,evolve,3a7b1047,5,2,0.6424905452877283,"{""n_lags"": 5, ""extra_terms"": [{""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 3, ""z_idx"": 3}}]}"
13,1,evolve,5f69e254,5,2,0.6328403111547232,"{""n_lags"": 5, ""extra_terms"": [{""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 2, ""lag_z"": 4, ""z_idx"": 3}}]}"
13,2,evolve,0e5d6f0a,4,2,0.6366471741348505,"{""n_lags"": 4, ""extra_terms"": [{""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 2, ""z_idx"": 3}}]}"
13,3,evolve,7f02eeb7,5,3,0.6416817661374807,"{""n_lags"": 5, ""extra_terms"": [{""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""z_prod"", ""params"": {""lag"": 0, ""z_idx1"": 0, ""z_idx2"": 3}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 2, ""z_idx"": 3}}]}"
14,0,evolve,91782dc5,5,4,0.6416817661374807,"{""n_lags"": 5, ""extra_terms"": [{""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""z_prod"", ""params"": {""lag"": 0, ""z_idx1"": 0, ""z_idx2"": 2}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 2, ""z_idx"": 3}}, {""term_type"": ""z_sq"", ""params"": {""lag"": 5, ""z_idx"": 2}}]}"
14,1,evolve,ca5fd387,6,3,0.6436988823115826,"{""n_lags"": 6, ""extra_terms"": [{""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 3, ""z_idx"": 3}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 0, ""z_idx"": 4}}]}"
14,2,evolve,4d508860,5,3,0.6429407522082329,"{""n_lags"": 5, ""extra_terms"": [{""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""z_prod"", ""params"": {""lag"": 0, ""z_idx1"": 0, ""z_idx2"": 2}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 2, ""z_idx"": 3}}]}"
14,3,evolve,5d6e423b,5,4,0.6407728772610426,"{""n_lags"": 5, ""extra_terms"": [{""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""z_prod"", ""params"": {""lag"": 0, ""z_idx1"": 0, ""z_idx2"": 2}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 3, ""z_idx"": 3}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 3, ""z_idx"": 4}}]}"
15,0,evolve,1eeaa9c0,5,3,0.6429407522082329,"{""n_lags"": 5, ""extra_terms"": [{""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 2, ""z_idx"": 3}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 3, ""z_idx"": 4}}]}"
15,1,evolve,0f0af156,5,2,0.6413451004773378,"{""n_lags"": 5, ""extra_terms"": [{""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 2, ""z_idx"": 4}}]}"
15,2,evolve,3d69f374,5,2,0.6413476727902889,"{""n_lags"": 5, ""extra_terms"": [{""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""z_prod"", ""params"": {""lag"": 0, ""z_idx1"": 0, ""z_idx2"": 2}}]}"
15,3,evolve,ec91a8ad,6,2,0.6435544155538082,"{""n_lags"": 6, ""extra_terms"": [{""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 2, ""z_idx"": 3}}]}"
16,0,evolve,d42ab523,5,4,0.557905713096261,"{""n_lags"": 5, ""extra_terms"": [{""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 2, ""z_idx"": 3}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 3, ""z_idx"": 4}}, {""term_type"": ""inc_diff"", ""params"": {""lag1"": 1, ""lag2"": 3}}]}"
16,1,evolve,548f39e3,5,3,0.639838982373476,"{""n_lags"": 5, ""extra_terms"": [{""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""z_prod"", ""params"": {""lag"": 0, ""z_idx1"": 0, ""z_idx2"": 4}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 2, ""z_idx"": 3}}]}"
16,2,evolve,339e2348,5,2,0.6429546717554331,"{""n_lags"": 5, ""extra_terms"": [{""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 2, ""z_idx"": 3}}]}"
16,3,evolve,6bef5e79,6,2,0.6441134680062532,"{""n_lags"": 6, ""extra_terms"": [{""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 4, ""z_idx"": 1}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 2, ""z_idx"": 3}}]}"
17,0,evolve,060eca4c,5,5,0.6429407522082329,"{""n_lags"": 5, ""extra_terms"": [{""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""z_prod"", ""params"": {""lag"": 0, ""z_idx1"": 0, ""z_idx2"": 2}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 2, ""z_idx"": 3}}, {""term_type"": ""z_prod"", ""params"": {""lag"": 0, ""z_idx1"": 0, ""z_idx2"": 2}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 2, ""z_idx"": 3}}]}"
17,1,evolve,df01b1e8,4,3,0.6368684377521276,"{""n_lags"": 4, ""extra_terms"": [{""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 3, ""z_idx"": 3}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 0, ""z_idx"": 4}}]}"
17,2,evolve,27da0a56,5,3,0.6418187022209167,"{""n_lags"": 5, ""extra_terms"": [{""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 2, ""z_idx"": 3}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 0, ""z_idx"": 4}}]}"
17,3,evolve,cf98089f,4,3,0.6366471741348505,"{""n_lags"": 4, ""extra_terms"": [{""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""z_prod"", ""params"": {""lag"": 0, ""z_idx1"": 0, ""z_idx2"": 2}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 2, ""z_idx"": 3}}]}"
18,0,evolve,ff14382b,5,4,0.6392957996577024,"{""n_lags"": 5, ""extra_terms"": [{""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""z_prod"", ""params"": {""lag"": 0, ""z_idx1"": 0, ""z_idx2"": 2}}, {""term_type"": ""seasonal"", ""params"": {""use_cos"": 1}}, {""term_type"": ""z_prod"", ""params"": {""lag"": 0, ""z_idx1"": 0, ""z_idx2"": 2}}]}"
18,1,evolve,8bd2ffa2,5,2,0.6429546717554331,"{""n_lags"": 5, ""extra_terms"": [{""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 2, ""z_idx"": 3}}]}"
18,2,evolve,c22356bd,5,2,0.6407728772610426,"{""n_lags"": 5, ""extra_terms"": [{""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 1, ""z_idx"": 3}}]}"
18,3,evolve,d3f40734,6,3,0.6438111383467913,"{""n_lags"": 6, ""extra_terms"": [{""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 2, ""z_idx"": 3}}, {""term_type"": ""z_prod"", ""params"": {""lag"": 4, ""z_idx1"": 4, ""z_idx2"": 1}}]}"
19,0,evolve,3044bbf9,5,3,0.6429546717554331,"{""n_lags"": 5, ""extra_terms"": [{""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 2, ""z_idx"": 3}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 2, ""z_idx"": 3}}]}"
